dia,t_total,t_prueba1,t_prueba2,rechaza,llora,toca,prueba,consume,valence_inicio,arousal_inicio,valence_p1_before,valence_p1_during,valence_p1_after,valence_p2_before,valence_p2_during,valence_p2_after,arousal_p1_before,arousal_p1_during,arousal_p1_after,arousal_p2_before,arousal_p2_during,arousal_p2_after,valence_final,arousal_final,comentarios,id,dia_original,dia_num,fase_dia,valence_mean,arousal_mean,valence_delta,arousal_delta,valence_p1_delta,valence_p2_delta,arousal_p1_delta,arousal_p2_delta,aceptacion_score,va_missing_count,tiene_nota_tecnica,texto_limpio,lex_rechazo_activo,lex_rechazo_activo_score,lex_malestar_emocional,lex_malestar_emocional_score,lex_aceptacion,lex_aceptacion_score,lex_exploracion,lex_exploracion_score,lex_intervencion_adulto,lex_intervencion_adulto_score,lex_autonomia,lex_autonomia_score,lex_problema_datos,lex_problema_datos_score,lex_net_acceptance,score_negacion,sentiment_label,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_score,cond_gira_cara,cond_usa_manos,cond_llora_malestar,cond_juega_alimento,cond_autonomo,cond_adulto_interviene,cond_formato_entero,cond_formato_papilla,cond_video_problema,cond_segunda_prueba,cond_ambivalente
4,34.633,0,10.39,0,0,1,1,1,0.07711896,0.1191167,,0.07711896,0.1058702,0.1102191,,,,0.1191167,0.1153237,0.4447846,,,0.1334849,0.2954331,"inicia el video con el coliflor en la mano, al principio solo lo toca con la boca, pero después lo prueba ",ID12,4,4,sin_fase,0.100762424,0.21875496,0.05636594,0.1763164,,,,,1,6,False,"inicia el video con el coliflor en la mano, al principio solo lo toca con la boca, pero después lo prueba",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,1
5E,12.966,0.61,6.05,1,0,1,0,0,0.1080541,0.04209167,0.1127918,0.1196104,0.1030219,,0.1542634,0.1346709,0.04474305,0.07209378,0.1457842,,0.5246242,0.6421005,0.2874253,0.3637328,"estudiante le da el alimento, lo toca pero no lo prueba ",ID12,5E,5,E,0.145691114,0.262167171,0.1793712,0.32164113,-0.0097699,,0.10104115,,-0.5,2,False,"estudiante le da el alimento, lo toca pero no lo prueba",1,1,0,0,1,1,1,1,1,2,0,0,0,0,0,-1,,,,,,0,0,0,0,0,1,0,0,0,0,0
5P,9.966,1.65,,0,0,1,1,1,0.06672775,0,0.07724884,0.1995704,0.1509604,,,,0.2853993,0.4236056,0.4124988,,,,0.07253251,0.6481366,come el alimento en forma papilla dado por la estudiante ,ID12,5P,5,P,0.11340798,0.35392806,0.00580476,0.6481366,0.07371156,,0.1270995,,1,6,False,come el alimento en forma papilla dado por la estudiante,0,0,0,0,1,1,0,0,1,2,0,0,0,0,1,1,,,,,,0,0,0,0,0,1,0,1,0,0,0
6E,23.033,0,,1,0,1,0,0,0.08383796,0.5052375,,0.08383796,0.07573289,,,,,0.5052375,0.5487934,,,,0.07887455,0.2895538,"lo tiene todo el tiempo en la mano, lo toca con la boca pero no lo come ",ID12,6E,6,E,0.08057084,0.46220555,-0.00496341,-0.2156837,,,,,-0.5,8,False,"lo tiene todo el tiempo en la mano, lo toca con la boca pero no lo come",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
6P,9.433,1.43,,0,0,1,1,1,0.07138076,0.4152042,0.1322505,0.3178509,0.264551,,,,0.3754205,0.4177588,0.5655727,,,,0.1238734,0.344272,come papilla dada por estudiante mientras juega con el coliflor entero ,ID12,6P,6,P,0.181981312,0.42364564,0.05249264,-0.0709322,0.1323005,,0.1901522,,1,6,False,come papilla dada por estudiante mientras juega con el coliflor entero,0,0,0,0,1,1,1,1,1,2,0,0,0,0,1,1,,,,,,0,0,0,0,0,1,1,1,0,0,0
7P,12.033,,,1,0,0,0,0,,,,,,,,,,,,,,,0.1222685,0.3453705,gira la cara todo el tiempo y no prueba la papilla ,ID12,7P,7,P,0.1222685,0.3453705,,,,,,,-0.5,14,False,gira la cara todo el tiempo y no prueba la papilla,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,,,,,,1,0,0,0,0,0,0,1,0,0,0
8E,10.3,0,5.65,1,0,1,0,0,0.2280201,0.7435292,,0.2280201,0.1547369,0.1141891,0.09737071,0.1399549,,0.7435292,0.7189533,0.4631059,0.4335902,0.3720898,0.109276,0.5047137,"lo toca y lo deja en el posillo, no lo prueba ",ID12,8E,8,E,0.153081116,0.568501614,-0.1187441,-0.2388155,,0.0257658,,-0.0910161,-0.5,2,False,"lo toca y lo deja en el posillo, no lo prueba",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
9E,12.766,0,5.29,1,0,1,0,0,0.086647,0.3292584,,0.086647,0.0816773,0.2015351,0.1778578,0.1593312,,0.3292584,0.3253808,0.248875,0.2455039,0.2837166,0.2337229,0.4637481,"inicia el video con el coliflor en la mano, lo toca y no lo prueba, lo aleja con la mano ",ID12,9E,9,E,0.146774043,0.317963029,0.1470759,0.1344897,,-0.0422039,,0.0348416,-0.5,2,False,"inicia el video con el coliflor en la mano, lo toca y no lo prueba, lo aleja con la mano",1,2,0,0,1,1,1,1,0,0,0,0,0,0,-1,-2,,,,,,0,0,0,0,0,0,0,0,0,0,0
10E,5.566,,,1,0,0,0,0,0.09527824,0.01672916,,,,,,,,,,,,,0.1615237,0.2446972,"juega con el pocillo donde está el coliflor, no toca el coliflor, solo el pocillo ",ID12,10E,10,E,0.12840097,0.13071318,0.06624546,0.22796804,,,,,-0.5,12,False,"juega con el pocillo donde está el coliflor, no toca el coliflor, solo el pocillo",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,0,0,0,0,0
10P,31.033,1.71,16.26,0,0,1,1,1,,,0.1174571,0.2874521,0.2153728,0.1498492,0.2348427,0.27495,0.07569067,0.3273939,0.4237379,0.07371388,0.2823056,0.4096354,0.1545793,0.3007233,prueba 3 veces la papilla ,ID12,10P,10,P,0.204929029,0.270457236,,,0.0979157,0.1251008,0.34804723,0.33592152,1,2,False,prueba 3 veces la papilla,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,1,0,0,0
11E,7.7,0.88,,1,0,1,0,0,0.1100928,0.2749,0.10383,0.1097805,0.1133395,,,,0.2741365,0.2735234,0.2705954,,,,0.08014002,0.1918826,"no lo prueba, solo toca el coliflor y juega con el pocillo ",ID12,11E,11,E,0.103436564,0.25700758,-0.02995278,-0.0830174,0.0095095,,-0.0035411,,-0.5,6,False,"no lo prueba, solo toca el coliflor y juega con el pocillo",1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,-1,,,,,,0,0,0,1,0,0,0,0,0,0,0
11P,10.666,5.75,,0,0,1,1,1,,,0.1871124,0.3082295,0.3104981,,,,0.3413018,0.3488591,0.5333382,,,,0.1913425,0.5317823,.,ID12,11P,11,P,0.249295625,0.43882035,,,0.1233857,,0.1920364,,1,8,False,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
12E,7.033,1.86,,1,0,1,0,0,0.07692101,0.147625,0.1164454,0.1110196,0.1102862,,,,0.1714172,0.2407354,0.2329257,,,,0.1307233,0.7668851,solo lo toma ,ID12,12E,12,E,0.109079102,0.31191768,0.05380229,0.6192601,-0.0061592,,0.0615085,,-0.5,6,False,solo lo toma,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
12P,16.833,1.05,10.25,0,0,1,1,1,0.07650501,0.05701251,0.08533797,0.1804242,0.2986698,,0.152454,0.1763185,0.05693322,0.2893726,0.5934225,,,0.4889294,0.4045818,0.8159162,prueba la papilla mientras juega con el coliflor entero ,ID12,12P,12,P,0.196327326,0.383597738,0.32807679,0.75890369,0.21333183,,0.53648928,,1,3,False,prueba la papilla mientras juega con el coliflor entero,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,1,1,0,0,0
13E,10.733,0,,0,0,1,1,0,0.08312672,0.4292334,,0.08312672,0.09790284,,,,,0.4292334,0.4467719,,,,0.1323926,0.4876008,"en todo momento tiene el coliflor en las manos. Solo lo saborea, sin tragar ",ID12,13E,13,E,0.09913722,0.448209875,0.04926588,0.0583674,,,,,0.5,8,False,"en todo momento tiene el coliflor en las manos. solo lo saborea, sin tragar",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,-1,,,,,,0,1,0,0,0,0,0,0,0,0,0
13P,6.769,0.11,,0,0,1,1,1,0.1427367,0.5748167,,0.1514652,0.2122566,,,,,0.574689,0.6533958,,,,0.09169072,0.5037351,,ID12,13P,13,P,0.149537305,0.57665915,-0.05104598,-0.0710816,,,,,1,8,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
14E,24.4,0.37,,0,0,1,1,1,,,,0.1183162,0.1204959,,,,,0.03756945,0.03936628,,,,0.1444815,0.438831,"lo prueba, la primera vez lo toma sola y la segunda de se lo da la tía del jardín ",ID12,14E,14,E,0.127764533,0.171922243,,,,,,,1,10,False,"lo prueba, la primera vez lo toma sola y la segunda de se lo da la tía del jardín",0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,,,,,,0,0,0,0,1,0,0,0,0,0,0
15E,2.8,0,,1,0,1,0,0,0.07699577,0.02947083,,0.07699577,0.07944039,,,,,0.02947083,0.02892016,,,,0.1056367,0.03375949,"inicia el video con el coliflor en la mano, no lo come ",ID12,15E,15,E,0.084767158,0.030405328,0.02864093,0.00428866,,,,,-0.5,8,False,"inicia el video con el coliflor en la mano, no lo come",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
15P,9.1,0.78,6.46,0,0,1,1,1,0.3441013,0.7270209,0.3538468,0.3710663,0.2407814,0.2026584,0.294513,0.192935,0.7467313,0.7900654,0.7687618,0.2956749,0.6207911,0.5985426,0.0953191,0.4508551,"la tía del jardín le da la papilla, mientras juega con el coliflor entero ",ID12,15P,15,P,0.261902663,0.624805388,-0.2487822,-0.2761658,-0.1130654,-0.0097234,0.0220305,0.3028677,1,0,False,"la tía del jardín le da la papilla, mientras juega con el coliflor entero",0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,1,0,0,0
16E,13.7,6.97,,0,0,1,1,1,0.08014413,0.09549168,,,,,,,,,,,,,0.1431684,0.4811277,al principio quita la cara. El coliflor se lo da la tía del jardín,ID12,16E,16,E,0.111656265,0.28830969,0.06302427,0.38563602,,,,,1,12,False,al principio quita la cara. el coliflor se lo da la tía del jardín,1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
16P,12.666,0.57,9.26,0,0,1,1,1,,,,,,0.3271498,0.3909031,0.315183,,,,0.7030864,0.9274332,0.9372905,0.07318828,0.6852563,papilla se la da la tía del jardín ,ID12,16P,16,P,0.276606045,0.8132666,,,,-0.0119668,,0.2342041,1,8,False,papilla se la da la tía del jardín,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,1,0,0,0
17E,11.6,0,,0,0,1,1,1,0.1320167,0.4278042,,0.1320167,,,,,,0.4278042,,,,,0.1586478,0.5750076,inicia el video con el coliflor en la boca ,ID12,17E,17,E,0.140893733,0.476872,0.0266311,0.1472034,,,,,1,10,False,inicia el video con el coliflor en la boca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
18E,14.5,0,,0,0,1,1,1,0.4903145,0.8684167,,0.4903145,0.4477623,,,,,0.8684167,0.8622538,,,,0.1777257,0.6176352,inicia el video con el coliflor en la boca ,ID12,18E,18,E,0.40152925,0.8041806,-0.3125888,-0.2507815,,,,,1,8,False,inicia el video con el coliflor en la boca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
19E,28.8,0,,0,0,1,1,1,0.120548,0.6990625,,0.120548,0.1064186,,,,,0.6990625,0.6779303,,,,0.1686586,0.3070058,inicia el video con el coliflor tomado con la mano. En todo el video tiene tomado el coliflor,ID12,19E,19,E,0.1290433,0.595765275,0.0481106,-0.3920567,,,,,1,8,False,inicia el video con el coliflor tomado con la mano. en todo el video tiene tomado el coliflor,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
20E,11.333,0,,0,0,1,1,1,0.1459734,0.11195,,0.1459734,0.1487572,,,,,0.11195,0.192539,,,,0.1321475,0.6123358,inicia el video con el coliflor tomado con la mano. En todo el video tiene tomado el coliflor,ID12,20E,20,E,0.143212875,0.2571937,-0.0138259,0.5003858,,,,,1,8,False,inicia el video con el coliflor tomado con la mano. en todo el video tiene tomado el coliflor,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
20P,17.8,1.78,12.93,0,0,1,1,1,,,,,,0.360514,0.4038244,0.3249879,,,,0.6398314,0.9114072,0.9217498,0.13608,0.4508799,come la papilla dada por la tía del jardín. Juega con el coliflor entero ,ID12,20P,20,P,0.306351575,0.730967075,,,,-0.0355261,,0.2819184,1,8,False,come la papilla dada por la tía del jardín. juega con el coliflor entero,0,0,0,0,1,1,1,1,1,2,0,0,0,0,1,1,,,,,,0,0,0,0,0,1,1,1,0,0,0
1E,15.43,13.33,,1,0,1,0,0,0.0951848,0.1225292,0.08318496,0.0848242,0.07712229,,,,0.5369238,0.4816087,0.4545968,,,,0.1073269,0.6586822,Lo toca solo para volver a guardar el alimento en el pote ,ID13,1E,1,E,0.08952863,0.45086814,0.0121421,0.536153,-0.00606267,,-0.082327,,-0.5,6,False,lo toca solo para volver a guardar el alimento en el pote,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
2E,10.36,,,1,0,0,0,0,0.06605884,0,,,,,,,,,,,,,0.1927944,0.5852877,Rechaza indicando NO. V y A finales de 10.16,ID13,2E,2,E,0.12942662,0.29264385,0.12673556,0.5852877,,,,,-0.5,12,True,rechaza indicando no. v y a finales de 10.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
2P,9.46,,,1,0,0,0,0,0.2536434,0.4472167,,,,,,,,,,,,,0.07362045,0.2548833,V y A iniciales de 1.33,ID13,2P,2,P,0.163631925,0.35105,-0.18002295,-0.1923334,,,,,-0.5,12,True,v y a iniciales de 1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
3EP,27.3,,,1,0,0,0,0,0.11076,0.3184625,,,,,,,,,,,,,0.09888738,0.5835469,V y A finales de 25.56,ID13,3EP,3,E/P,0.10482369,0.4510047,-0.01187262,0.2650844,,,,,-0.5,12,True,v y a finales de 25.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
4E,36.13,,,1,0,0,0,0,0.1188435,0.2433167,,,,,,,,,,,,,0.2161119,0.3752876,,ID13,4E,4,E,0.1674777,0.30930215,0.0972684,0.1319709,,,,,-0.5,12,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4P,7.63,,,1,0,0,0,0,0.3841333,0.6050959,,,,,,,,,,,,,0.1689393,0.3044178,V y A iniciales de 0.9 y finales de 7.5,ID13,4P,4,P,0.2765363,0.45475685,-0.215194,-0.3006781,,,,,-0.5,12,True,v y a iniciales de 0.9 y finales de 7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
5E,60.6,1.95,37.76,1,0,1,0,0,0.1329437,0.5556083,0.1296723,0.1523515,0.2935309,0.102218,0.09601159,0.1023849,0.5990391,0.5703745,0.5552402,0.3210204,0.3044486,0.2916122,0.1056235,0.3934384,Solo toca el alimento con la mano ,ID13,5E,5,E,0.139342049,0.448847713,-0.0273202,-0.1621699,0.1638586,0.0001669,-0.0437989,-0.0294082,-0.5,0,False,solo toca el alimento con la mano,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
5P,23.46,,,1,0,0,0,0,0.1091393,0.3524667,,,,,,,,,,,,,0.1901493,0.6948535,Se cubre la boca y con cabeza indica NO,ID13,5P,5,P,0.1496443,0.5236601,0.08101,0.3423868,,,,,-0.5,12,False,se cubre la boca y con cabeza indica no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
1,15.866,3.58,,1,0,1,0,0,0.135996,0.621425,0.2113607,0.2333057,0.3141019,,,,0.5220459,0.4616304,0.4864327,,,,0.3786015,0.6066965,"la tía del jardín lo pone en su mano, por ende lo toca. No lo consume ni se lo acerca a la boca ",ID14,1,1,sin_fase,0.25467316,0.5396461,0.2426055,-0.0147285,0.1027412,,-0.0356132,,-0.5,6,False,"la tía del jardín lo pone en su mano, por ende lo toca. no lo consume ni se lo acerca a la boca",0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
2E,14.733,,,1,0,0,0,0,,,,,,,,,,,,,,,0.2601462,0.2742627,no lo toca. Niega con la cabeza,ID14,2E,2,E,0.2601462,0.2742627,,,,,,,-0.5,14,False,no lo toca. niega con la cabeza,1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
2P,7.333,2.09,,0,0,1,1,1,,,0.1658006,0.1892418,0.1542917,,,,0.1530855,0.1967118,0.3049572,,,,0.315111,0.5400757,prueba la papillla. Gira en su silla después de probar ,ID14,2P,2,P,0.206111275,0.29870755,,,-0.0115089,,0.1518717,,1,8,False,prueba la papillla. gira en su silla después de probar,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
3E,15.8,1.81,,1,0,1,0,0,0.06328422,0.2887833,0.1100603,0.1961986,0.2963474,,,,0.2516311,0.2337295,0.4328575,,,,0.1002571,0.2306219,"al principio lo toca, luego se lo ofrece la tía del jardín pero niega con la cabeza ",ID14,3E,3,E,0.153229524,0.28752466,0.03697288,-0.0581614,0.1862871,,0.1812264,,-0.5,6,False,"al principio lo toca, luego se lo ofrece la tía del jardín pero niega con la cabeza",1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
3E,19.166,0,,0,0,1,1,1,,,,,0.06902372,,,,,,0.07163864,,,,0.1184393,0.151515,prueba el alimento. Gira en su silla ,ID14,3E,3,E,0.09373151,0.11157682,,,,,,,1,12,False,prueba el alimento. gira en su silla,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
4E,20.366,,,1,0,0,0,0,0.1305646,0.3126583,,,,,,,,,,,,,0.3122307,0.7029757,"tiene juguetes en las manos en todo el video, no mira el pocillo ",ID14,4E,4,E,0.22139765,0.507817,0.1816661,0.3903174,,,,,-0.5,12,False,"tiene juguetes en las manos en todo el video, no mira el pocillo",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,0,0,0
4P,10.433,2.72,,0,0,1,1,0,0.121121,0.5033833,0.1309371,0.2355331,0.1779384,,,,0.4122125,0.4688041,0.4359852,,,,0.1386255,0.6153425,tiene juguetes en las manos en todo el video. Prueba la papilla pero la empuja casi toda para afuera con la lengua.,ID14,4P,4,P,0.16083102,0.48714552,0.0175045,0.1119592,0.0470013,,0.0237727,,0.5,6,False,tiene juguetes en las manos en todo el video. prueba la papilla pero la empuja casi toda para afuera con la lengua.,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,0,0,0,0,1,0,0,0
5P,15.266,,,1,1,0,0,0,,,,,,,,,,,,,,,0.1666351,0.7071983,"sentado en la siila no prueba, luego la tía lo toma en brazos y tampoco prueba ",ID14,5P,5,P,0.1666351,0.7071983,,,,,,,-1,14,False,"sentado en la siila no prueba, luego la tía lo toma en brazos y tampoco prueba",0,0,0,0,1,1,1,1,1,2,0,0,0,0,1,-2,,,,,,0,0,0,0,0,1,0,0,0,0,0
6P,43.166,11.3,22.25,0,0,1,1,1,0.265159,0.7540542,0.1145364,0.1745426,0.2111484,0.2777698,0.3537222,0.2788784,0.396712,0.3970726,0.4005192,0.4379727,0.4174817,0.3966933,0.3566757,0.3844435,niega con la cabeza. Al probar las 2 primeras veces empuja casi toda la papilla con la lengua. Las otras 2 pruebas si las traga ,ID14,6P,6,P,0.254054062,0.44811865,0.0915167,-0.3696107,0.096612,0.0011086,0.0038072,-0.0412794,1,0,False,niega con la cabeza. al probar las 2 primeras veces empuja casi toda la papilla con la lengua. las otras 2 pruebas si las traga,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,1,0,0,0
7E,21.9,0,11.69,1,0,1,0,0,0.5046766,0.6281334,,0.5046766,0.3849513,,,,,0.6281334,0.6183208,,,,0.3107682,0.6642972,"tiene un juguete en la mano, con la otra toca el coliflor pero no lo come ni se lo acerca a la boca ",ID14,7E,7,E,0.426268175,0.6347212,-0.1939084,0.0361638,,,,,-0.5,8,False,"tiene un juguete en la mano, con la otra toca el coliflor pero no lo come ni se lo acerca a la boca",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
7P,23.733,14.23,,1,0,1,0,0,,,0.2744351,0.2396221,0.2060005,,,,0.4108957,0.3702328,0.3534927,,,,0.2164528,0.2669994,"niega con la cabeza. Toma la cuchara con la mano y se ensucia, no lo come",ID14,7P,7,P,0.234127625,0.35040515,,,-0.0684346,,-0.057403,,-0.5,8,False,"niega con la cabeza. toma la cuchara con la mano y se ensucia, no lo come",1,2,0,0,1,1,1,1,0,0,0,0,0,0,-1,-2,,,,,,0,0,0,0,0,0,0,1,0,0,0
8P,19.133,12.32,,0,0,1,1,1,0.2211329,0.5553209,0.3101419,0.217655,0.1716798,,,,0.7560883,0.7303845,0.6507412,,,,0.1723937,0.7189822,niega con la cabeza. Al momento de probar tiene un juguete en la mano ,ID14,8P,8,P,0.21860066,0.68230342,-0.0487392,0.1636613,-0.1384621,,-0.1053471,,1,6,False,niega con la cabeza. al momento de probar tiene un juguete en la mano,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
9E,27.9,0,6.68,0,0,1,1,1,0.1197307,0.467675,,0.1197307,0.1065377,0.09082252,0.1027507,0.119363,,0.467675,0.477282,0.3414727,0.2866949,0.239319,0.1541575,0.5156984,,ID14,9E,9,E,0.116156117,0.399402429,0.0344268,0.0480234,,0.02854048,,-0.1021537,1,2,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
10E,12.666,0.18,3.85,1,0,1,0,0,0.06913837,0.02934167,,0.06944153,0.06976561,0.107328,0.1649555,0.243908,,0.02922683,0.02623133,0.09881419,0.3873538,0.6548971,0.1355396,0.1143124,toca el coliflor y juega con el en el pocillo. No lo come ,ID14,10E,10,E,0.122868087,0.191453903,0.06640123,0.08497073,,0.13658,,0.55608291,-0.5,2,False,toca el coliflor y juega con el en el pocillo. no lo come,1,1,0,0,1,1,1,2,0,0,0,0,0,0,0,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
10P,50.233,30.5,,0,0,1,1,1,,,0.1395339,0.1573267,0.2304194,,,,0.4379405,0.3764876,0.3369501,,,,0.1045889,0.4245863,"al principio juega con la papilla y la cuchara, luego la prueba ",ID14,10P,10,P,0.157967225,0.393991125,,,0.0908855,,-0.1009904,,1,8,False,"al principio juega con la papilla y la cuchara, luego la prueba",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,1,0,0,1
11E,15.3,0,,1,0,1,0,0,,,,,,,,,,,,,,,0.1050909,0.3424623,"inicia el video tocando el coliflor, luego lo suelta y no lo toma más ",ID14,11E,11,E,0.1050909,0.3424623,,,,,,,-0.5,14,False,"inicia el video tocando el coliflor, luego lo suelta y no lo toma más",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
11P,17.5,32.89,,0,0,1,1,1,0.2892007,0.2930042,0.203279,0.1787402,0.1478177,,,,0.276295,0.4036851,0.3887146,,,,0.08803318,0.1177604,al principio la tía del jardín le intenta dar con la cuchara pero no come. Después toma la cuchara él y come ,ID14,11P,11,P,0.181414156,0.29589186,-0.20116752,-0.1752438,-0.0554613,,0.1124196,,1,6,False,al principio la tía del jardín le intenta dar con la cuchara pero no come. después toma la cuchara él y come,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,1,0,0,0
12E,30.433,0,9.45,1,0,1,0,0,0.07782317,0.2236584,,0.07782317,0.0775354,,0.3142084,0.3538617,,0.2236584,0.2192462,,0.5727344,0.7133824,0.09768134,0.1988904,"inicia el video con el coliflor en la mano, se lo lleva a la boca pero no lo come ",ID14,12E,12,E,0.166488863,0.358595033,0.01985817,-0.024768,,,,,-0.5,4,False,"inicia el video con el coliflor en la mano, se lo lleva a la boca pero no lo come",1,1,0,0,1,2,1,1,0,0,1,1,0,0,1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
12P,24,18.39,,0,0,1,1,1,0.1031777,0.0259125,,,,,,,,,,,,,0.1576899,0.532611,el toma la cuchara y lo prueba ,ID14,12P,12,P,0.1304338,0.27926175,0.0545122,0.5066985,,,,,1,12,False,el toma la cuchara y lo prueba,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,1,0,0,0
13E,29.433,0,16.16,0,0,1,1,0,0.06904312,0.004354166,,0.06904312,,0.09283068,0.1789485,,,0.004354166,,0.03206388,0.09107474,,0.1291236,0.3335488,"inicia el video con el coliflor en la mano, estudiante le pasa un trozo pequeño y él lo toca con la boca pero no lo traga ",ID14,13E,13,E,0.107797804,0.09307915,0.06008048,0.329194634,,,,,0.5,6,False,"inicia el video con el coliflor en la mano, estudiante le pasa un trozo pequeño y él lo toca con la boca pero no lo traga",0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,-1,,,,,,0,0,0,0,0,0,1,0,0,0,0
13P,8.1,2.79,,0,0,1,1,1,0.1400431,0.2598459,0.1973326,0.1595607,0.1551306,,,,0.2697906,0.3921142,0.3907321,,,,0.1122013,0.5014769,profesora le da la papilla con la cuchara ,ID14,13P,13,P,0.15285366,0.36279194,-0.0278418,0.241631,-0.042202,,0.1209415,,1,6,False,profesora le da la papilla con la cuchara,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,0,1,0,0,0
